sbjNo;sbjlevel;studyPrg;sbjName;elective;numCurr;numSchd;srvProvider;srvClient;sbjNotes;lecNo;lecName;lec1stn;lecRoom;lecNotes;isprof;lecDept;supervisor;term;cntLec;cntCurr;cntSchd;assNotes
1051001-SWB;1;SWB;Physik;P;3;4;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;
1051001-SWB;1;SWB;Physik;P;3;4;G;IT;;0;Service G;;;;WAHR;G;;WS1415;5;5;6;
1051001-SWB;1;SWB;Physik;P;3;4;G;IT;;0;Service G;;;;WAHR;G;;WS1516;5;5;6;
1051002-SWB;1;SWB;Informationstechnik ;P;5;6;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1516;4;4;4;
1051002-SWB;1;SWB;Informationstechnik ;P;5;6;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;SS15;4;4;4;
1051002-SWB;1;SWB;Informationstechnik ;P;5;6;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;4;4;4;
1051002-WKB;1;WKB;Informationstechnik;P;3;4;IT;IT;;1105;Marchthaler;Reiner;;;WAHR;IT;;SS15;4;4;4;
1051002-WKB;1;WKB;Informationstechnik;P;3;4;IT;IT;;1105;Marchthaler;Reiner;;;WAHR;IT;;WS1415;4;4;4;
1051002-WKB;1;WKB;Informationstechnik;P;3;4;IT;IT;;1105;Marchthaler;Reiner;;;WAHR;IT;;WS1516;4;4;4;
1051003-SWB;1;SWB;Mathematik 1," A;P;3;4;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;"
1051003-SWB;1;SWB;Mathematik 1," A;P;3;4;G;IT;;0;Service G;;;;WAHR;G;;WS1516;5;5;6;"
1051003-SWB;1;SWB;Mathematik 1," A;P;3;4;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;WS1415;0;5;6;"
1051003-TIB;1;TIB;Mathematik 1," A;P;5;6;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;"
1051003-TIB;1;TIB;Mathematik 1," A;P;5;6;G;IT;;0;Service G;;;;WAHR;G;;WS1415;5;5;6;"
1051003-TIB;1;TIB;Mathematik 1," A;P;5;6;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;SS15;5;0;0;"
1051003-TIB;1;TIB;Mathematik 1," A;P;5;6;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;WS1516;5;5;6;"
1051003-WKB;1;WKB;Mathematik 1," A;P;5;6;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;"
1051003-WKB;1;WKB;Mathematik 1," A;P;5;6;G;IT;;0;Service G;;;;WAHR;G;;WS1516;5;5;6;"
1051003-WKB;1;WKB;Mathematik 1," A;P;5;6;IT;IT;;7;H�fer;Karlheinz;F1.452;;WAHR;IT;;WS1415;5;5;6;"
1051004-SWB;1;SWB;Mathematik 1," B;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;"
1051004-SWB;1;SWB;Mathematik 1," B;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;5;5;6;"
1051004-SWB;1;SWB;Mathematik 1," B;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;5;5;6;"
1051004-TIB;1;TIB;Mathematik 1," B;P;4;4;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;"
1051004-TIB;1;TIB;Mathematik 1," B;P;4;4;G;IT;;0;Service G;;;;WAHR;G;;WS1415;5;5;6;"
1051004-TIB;1;TIB;Mathematik 1," B;P;4;4;G;IT;;0;Service G;;;;WAHR;G;;WS1516;5;5;6;"
1051004-WKB;1;WKB;Mathematik 1," B;P;5;6;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;"
1051004-WKB;1;WKB;Mathematik 1," B;P;5;6;G;IT;;0;Service G;;;;WAHR;G;;WS1415;5;5;6;"
1051004-WKB;1;WKB;Mathematik 1," B;P;5;6;G;IT;;0;Service G;;;;WAHR;G;;WS1516;5;5;6;"
1051005-SWB;1;SWB;Programmieren ;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;2;4;4;
1051005-TIB;1;TIB;Programmieren;P;1;2;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;2;0;0;
1051006-SWB;1;SWB;Informatik 1 ;P;5;6;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1415;3;3;4;
1051006-TIB;1;TIB;Informatik 1 ;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;3;3;4;
1051006-WKB;2;WKB;Informatik 1;P;2;2;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;WS1415;3;3;4;
1051007-SWB;1;SWB;Labor Informatik 1 ;P;4;4;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1415;2;1;2;
1051007-TIB;1;TIB;Labor Informatik 1 ;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;2;1;2;
1051007-WKB;2;WKB;Labor Informatik 1;P;4;4;IT;IT;;3;Dausmann;Manfred;F1.319;;WAHR;IT;;WS1415;2;1;2;
1051008-TIB;1;TIB;Digitaltechnik 1 ;P;5;6;IT;IT;;1023;Keller;Reinhard;;;WAHR;IT;;SS15;5;5;6;
1051008-TIB;1;TIB;Digitaltechnik 1 ;P;5;6;IT;IT;;1023;Keller;Reinhard;;;WAHR;IT;;WS1415;5;5;6;
1051008-TIB;1;TIB;Digitaltechnik 1 ;P;5;6;IT;IT;;1023;Keller;Reinhard;;;WAHR;IT;;WS1516;5;5;6;
10510102-SWB;4;SWB;Wissenschaftliches Arbeiten;P;1;2;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;SS15;1;0;0;
10510102-WKB;1;WKB;Wissenschaftliches Arbeiten;P;2;2;IT;IT;;1013;LB nn;;;;FALSCH;IT;;WS1415;2;2;2;LB Matthias M�ller
1051010-WKB;1;WKB;Wirtschaftsinformatik 1;P;3;4;IT;IT;;1122;Rodach;Thomas;;;WAHR;IT;;SS15;4;0;0;
1051010-WKB;1;WKB;Wirtschaftsinformatik 1;P;3;4;IT;IT;;1122;Rodach;Thomas;;;WAHR;IT;;WS1516;4;0;0;
1051010-WKB;1;WKB;Wirtschaftsinformatik 1;P;3;4;IT;IT;;1201;LB M�ller-Matthias;Matthias;;;FALSCH;IT;Hesse;WS1415;3;0;0;
10510112-WKB;1;WKB;VWL;P;2;2;IT;IT;;1161;LB Paul;Axel-Stefan;;;FALSCH;IT;Hesse;SS15;2;2;2;
10510112-WKB;1;WKB;VWL;P;2;2;IT;IT;;1161;LB Paul;Axel-Stefan;;;FALSCH;IT;Hesse;WS1415;2;2;2;
10510112-WKB;1;WKB;VWL;P;2;2;IT;IT;;1212;Kriegbaum-Kling;Katharina;;;WAHR;IT;;WS1516;2;2;2;
1051011-WKB;1;WKB;BWL;P;2;2;IT;IT;;1161;LB Paul;Axel-Stefan;;;FALSCH;IT;Hesse;SS15;3;3;4;
1051011-WKB;1;WKB;BWL;P;2;2;IT;IT;;1161;LB Paul;Axel-Stefan;;;FALSCH;IT;Hesse;WS1415;3;3;4;
1051011-WKB;1;WKB;BWL;P;2;2;IT;IT;;1212;Kriegbaum-Kling;Katharina;;;WAHR;IT;;WS1516;3;3;4;
1051012-TIB;1;TIB;Physik 1;P;3;4;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;
1051012-TIB;1;TIB;Physik 1;P;3;4;G;IT;;0;Service G;;;;WAHR;G;;WS1415;5;5;6;
1051012-TIB;1;TIB;Physik 1;P;3;4;G;IT;;0;Service G;;;;WAHR;G;;WS1516;5;5;6;
1051014-SWB;1;SWB;Programmieren 1;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;SS15;2;4;4;
1051014-SWB;1;SWB;Programmieren 1;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1516;2;4;4;
1051014-TIB;1;TIB;Programmieren 1;P;1;2;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;SS15;2;0;0;
1051014-TIB;1;TIB;Programmieren 1;P;1;2;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1516;2;0;0;
1051014-WKB;1;WKB;Programmieren 1;P;4;4;IT;IT;;3;Dausmann;Manfred;F1.319;;WAHR;IT;;SS15;2;0;0;
1051014-WKB;1;WKB;Programmieren 1;P;4;4;IT;IT;;3;Dausmann;Manfred;F1.319;;WAHR;IT;;WS1516;2;0;0;
1051014-WKB;1;WKB;Programmieren 1;P;4;4;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;WS1415;4;4;4;
1051014-WKB;1;WKB;Programmieren 1;P;4;4;IT;IT;;1079;R��ler;Andreas;;;WAHR;IT;;WS1415;2;0;0;
1051014-WKB;1;WKB;Programmieren 1;P;4;4;IT;IT;;1202;LB Radke de Cuba;Maria;;;FALSCH;IT;R��ler;WS1415;2;0;0;
1051015-SWB;1;SWB;Programmieren 2;P;5;6;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;3;3;4;
1051015-SWB;1;SWB;Programmieren 2;P;5;6;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;3;3;4;
1051015-TIB;1;TIB;Programmieren 2;P;5;6;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;SS15;3;3;4;
1051015-TIB;1;TIB;Programmieren 2;P;5;6;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1516;3;3;4;
1051016-SWB;1;SWB;Labor Programmieren 2;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;2;1;2;
1051016-SWB;1;SWB;Labor Programmieren 2;P;4;4;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;2;1;2;
1051016-TIB;1;TIB;Labor Programmieren 2;P;5;6;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;SS15;2;1;2;
1051016-TIB;1;TIB;Labor Programmieren 2;P;5;6;IT;IT;;21;Zieher;Martin;F1.354;;WAHR;IT;;WS1516;2;1;2;
1051027-WKB;2;WKB;Objektorientierte Systeme 1;P;2;2;IT;IT;;3;Dausmann;Manfred;F1.319;;WAHR;IT;;SS15;3;3;4;
1051027-WKB;2;WKB;Objektorientierte Systeme 1;P;2;2;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;WS1516;3;3;4;
1051028-WKB;2;WKB;Labor Objektorientierte Systeme 1;P;4;4;IT;IT;;1100;LB Sari;Mehmet;;;FALSCH;IT;;SS15;2;1;2;
1051028-WKB;2;WKB;Labor Objektorientierte Systeme 1;P;4;4;IT;IT;;1100;LB Sari;Mehmet;;;FALSCH;IT;;WS1516;2;1;2;
1051028-WKB;2;WKB;Labor Objektorientierte Systeme 1;P;4;4;IT;IT;;1137;LB Gr�ttner;Emil;;;FALSCH;IT;;WS1415;1,5;0;0;
1052001-MIB;2;MIB;Mensch-Computer-Interaktion 1;P;4;4;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;0;3;4;
1052001-MIB;2;MIB;Mensch-Computer-Interaktion 1;P;4;4;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;0;3;4;
1052001-MIB;2;MIB;Mensch-Computer-Interaktion 1;P;4;4;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;WS1415;4;3;4;LB Michael Marek
1052001-SWB;2;SWB;Mensch-Computer-Interaktion 1;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;3;3;4;
1052001-SWB;2;SWB;Mensch-Computer-Interaktion 1;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;3;3;4;
1052001-SWB;2;SWB;Mensch-Computer-Interaktion 1;P;1;2;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;WS1415;0;3;4;LB Michael Marek
1052001-WKB;3;WKB;Mensch-Computer-Interaktion 1;P;1;2;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;3;4;
1052001-WKB;3;WKB;Mensch-Computer-Interaktion 1;P;1;2;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;SS15;3;3;4;
1052001-WKB;3;WKB;Mensch-Computer-Interaktion 1;P;1;2;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;WS1516;3;3;4;
1052002-MIB;2;MIB;Labor Mensch-Computer-Interaktion;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;0;1;2;
1052002-MIB;2;MIB;Labor Mensch-Computer-Interaktion;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;0;1;2;
1052002-MIB;2;MIB;Labor Mensch-Computer-Interaktion;P;1;2;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;WS1415;1;1;2;
1052002-SWB;2;SWB;Labor Mensch-Computer-Interaktion;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;2;1;2;
1052002-SWB;2;SWB;Labor Mensch-Computer-Interaktion;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;2;1;2;
1052002-SWB;2;SWB;Labor Mensch-Computer-Interaktion;P;1;2;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;WS1415;0;1;2;LB Michael Marek
1052002-WKB;4;WKB;Labor Mensch-Computer-Interaktion;P;1;2;IT;IT;;999;IT-Prof;�;F 1.3;;WAHR;IT;;WS1415;0;1;2;
1052002-WKB;4;WKB;Labor Mensch-Computer-Interaktion;P;1;2;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;SS15;1;1;2;
1052002-WKB;4;WKB;Labor Mensch-Computer-Interaktion;P;1;2;IT;IT;;1208;LB Marek;Michael;;;FALSCH;IT;Beck;WS1516;2;1;2;
1052003-MIB;2;MIB;Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;0;5;6;
1052003-MIB;2;MIB;Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;0;5;6;
1052003-MIB;2;MIB;Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;0;5;6;
1052003-SWB;2;SWB;Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;
1052003-SWB;2;SWB;Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;5;5;6;+ 2 SWS Mathe-Zusatz�bungen
1052003-SWB;2;SWB;Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;5;5;6;
1052003�-SWB;2;SWB;Zusatz�bungen Mathematik 2;Z;0;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;2;0;0;
1052003�-TIB;2;TIB;Zusatz�bungen Mathematik 2;Z;0;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;2;0;0;
1052003�-TIB;2;TIB;Zusatz�bungen Mathematik 2;Z;0;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;2;2;2;
1052003�-WKB;2;WKB;Zusatz�bungen Mathematik 2;Z;0;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;2;0;0;
1052004-MIB;2;MIB;Betriebssysteme ;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;0;4;4;
1052004-MIB;2;MIB;Betriebssysteme ;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1516;0;4;4;
1052004-SWB;2;SWB;Betriebssysteme ;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;4;4;4;
1052004-SWB;2;SWB;Betriebssysteme ;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;2;4;4;
1052004-SWB;2;SWB;Betriebssysteme ;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1516;2;4;4;
1052004-TIB;2;TIB;Betriebssysteme;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;1;4;4;
1052004-TIB;2;TIB;Betriebssysteme;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;2;4;4;
1052004-TIB;2;TIB;Betriebssysteme;P;5;6;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1516;2;4;4;
1052005-MIB;2;MIB;Labor Betriebssysteme ;P;3;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;0;1;2;
1052005-MIB;2;MIB;Labor Betriebssysteme ;P;3;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1516;0;1;2;
1052005-SWB;2;SWB;Labor Betriebssysteme ;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;4;1;2;
1052005-SWB;2;SWB;Labor Betriebssysteme ;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;2;1;2;
1052005-SWB;2;SWB;Labor Betriebssysteme ;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1516;2;1;2;
1052005-TIB;2;TIB;Labor Betriebssysteme;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;SS15;4;1;2;
1052005-TIB;2;TIB;Labor Betriebssysteme;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1415;1;1;2;
1052005-TIB;2;TIB;Labor Betriebssysteme;P;4;4;IT;IT;;19;Weber;Heinrich;F1.318;;WAHR;IT;;WS1516;2;1;2;
1052006-MIB;2;MIB;Softwaretechnik ;P;4;4;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1516;0;4;4;
1052006-SWB;2;SWB;Softwaretechnik ;P;4;4;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;3;4;4;
1052006-SWB;2;SWB;Softwaretechnik ;P;4;4;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;3;4;4;Gekoppelt mit TIB2
1052006-SWB;2;SWB;Softwaretechnik ;P;4;4;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;1,5;4;4;
1052006-TIB;2;TIB;Softwaretechnik;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;0;4;4;Gekoppelt mit SWB2
1052006-TIB;2;TIB;Softwaretechnik;P;1;2;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;SS15;3;4;4;
1052006-TIB;2;TIB;Softwaretechnik;P;1;2;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;1,5;4;4;
1052006-WKB;2;WKB;Softwaretechnik;P;1;2;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;WS1415;3;4;4;
1052006-WKB;2;WKB;Softwaretechnik;P;1;2;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;WS1516;3;4;4;
1052006-WKB;2;WKB;Softwaretechnik;P;1;2;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;SS15;1;4;4;
1052007-MIB;2;MIB;Labor Softwaretechnik ;P;1;2;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1516;0;1;2;
1052007-SWB;2;SWB;Labor Softwaretechnik ;P;1;2;IFS;IT;;1162;Service IFS;;;;FALSCH;IFS;Nonnast;SS15;1;1;2;
1052007-SWB;2;SWB;Labor Softwaretechnik ;P;1;2;IFS;IT;;1162;Service IFS;;;;FALSCH;IFS;Nonnast;WS1415;1;1;2;
1052007-SWB;2;SWB;Labor Softwaretechnik ;P;1;2;IFS;IT;;1162;Service IFS;;;;FALSCH;IFS;Nonnast;WS1516;1;1;2;
1052007-SWB;2;SWB;Labor Softwaretechnik ;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;SS15;1;0;0;
1052007-SWB;2;SWB;Labor Softwaretechnik ;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;1;0;0;
1052007-SWB;2;SWB;Labor Softwaretechnik ;P;1;2;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;1;0;0;
1052007-TIB;2;TIB;Labor Softwaretechnik;P;1;2;IFS;IT;;1162;Service IFS;;;;FALSCH;IFS;Nonnast;SS15;1;0;0;
1052007-TIB;2;TIB;Labor Softwaretechnik;P;1;2;IFS;IT;;1162;Service IFS;;;;FALSCH;IFS;Nonnast;WS1415;1;0;0;
1052007-TIB;2;TIB;Labor Softwaretechnik;P;1;2;IFS;IT;;1162;Service IFS;;;;FALSCH;IFS;Nonnast;WS1516;1;0;0;
1052007-TIB;2;TIB;Labor Softwaretechnik;P;1;2;IT;IT;;1070;Beck;Astrid;;;WAHR;IT;;WS1516;1;1;2;
1052007-TIB;2;TIB;Labor Softwaretechnik;P;1;2;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;SS15;1;1;2;
1052007-TIB;2;TIB;Labor Softwaretechnik;P;1;2;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;WS1415;1;1;2;
1052007-WKB;2;WKB;Labor Softwaretechnik;P;5;6;IFS;IT;;1162;Service IFS;;;;FALSCH;IFS;Nonnast;WS1516;1;0;0;
1052007-WKB;2;WKB;Labor Softwaretechnik;P;5;6;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;WS1415;2;1;2;
1052007-WKB;2;WKB;Labor Softwaretechnik;P;5;6;IT;IT;;1035;Warendorf;Kai;F1.352;;WAHR;IT;;WS1516;1;1;2;
1052007-WKB;2;WKB;Labor Softwaretechnik;P;5;6;IT;IT;;1119;Gro�;Hans-Gerhard;;;WAHR;IT;;SS15;1;1;2;
1052010-TIB;2;TIB;Physik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;
1052010-TIB;2;TIB;Physik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;5;5;6;
1052010-TIB;2;TIB;Physik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;5;5;6;
1052011-TIB;2;TIB;Elektrotechnik;P;4;4;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;SS15;4;4;4;
1052011-TIB;2;TIB;Elektrotechnik;P;4;4;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1415;4;4;4;
1052011-TIB;2;TIB;Elektrotechnik;P;4;4;IT;IT;;86;Malz;Reinhard;F1.453;;WAHR;IT;;WS1516;4;4;4;
1052012-TIB;2;TIB;Labor Elektrotechnik;P;4;4;IT;IT;;25;LB Rauschnabel;Fritz;;Bedinung LB: 1.+2. Stunde," nicht Do;FALSCH;IT;Lindermeir;WS1415;2;0;0;"
1052012-TIB;2;TIB;Labor Elektrotechnik;P;4;4;IT;IT;;59;LB Hehl;Frank;;Prio1: Fr. vormittags Prio 2: Di.+Do. vormittags;FALSCH;IT;H�fer;SS15;2;1;2;
1052012-TIB;2;TIB;Labor Elektrotechnik;P;4;4;IT;IT;;59;LB Hehl;Frank;;Prio1: Fr. vormittags Prio 2: Di.+Do. vormittags;FALSCH;IT;H�fer;WS1415;1;1;2;
1052012-TIB;2;TIB;Labor Elektrotechnik;P;4;4;IT;IT;;59;LB Hehl;Frank;;Prio1: Fr. vormittags Prio 2: Di.+Do. vormittags;FALSCH;IT;H�fer;WS1516;2;1;2;
1052013-TIB;2;TIB;Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;4;4;4;
1052013-TIB;2;TIB;Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;4;4;4;+ 2 SWS Mathe-Zusatz�bungen
1052013-TIB;2;TIB;Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;4;4;4;
1052014-TIB;2;TIB;Labor Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;2;1;2;
1052014-TIB;2;TIB;Labor Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;2;1;2;
1052014-TIB;2;TIB;Labor Mathematik 2;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;1;1;2;
10520152-WKB;2;WKB;Projektmanagement;P;2;2;IT;IT;;1013;LB nn;;;;FALSCH;IT;;WS1415;2;2;2;LB Matthias Wolf
1052015-WKB;2;WKB;Wirtschaftsinformatik 2;P;3;4;IT;IT;;1122;Rodach;Thomas;;;WAHR;IT;;SS15;4;2;2;
1052015-WKB;2;WKB;Wirtschaftsinformatik 2;P;3;4;IT;IT;;1122;Rodach;Thomas;;;WAHR;IT;;WS1516;4;2;2;
1052015-WKB;2;WKB;Wirtschaftsinformatik 2;P;3;4;IT;IT;;1207;LB Wolf;Matthias;;;FALSCH;IT;Hesse;WS1415;2;2;2;LB Matthias Wolf
1052016-WKB;2;WKB;Rechnungswesen 1;P;1;2;IT;IT;;1193;LB Helferich;Andreas;;;FALSCH;IT;Hesse;SS15;4;4;4;
1052016-WKB;2;WKB;Rechnungswesen 1;P;1;2;IT;IT;;1193;LB Helferich;Andreas;;;FALSCH;IT;Hesse;WS1415;4;4;4;LB Helferich
1052016-WKB;2;WKB;Rechnungswesen 1;P;1;2;IT;IT;;1212;Kriegbaum-Kling;Katharina;;;WAHR;IT;;WS1516;4;4;4;
1052017-WKB;2;WKB;Labor Rechnungswesen 1;P;4;4;IT;IT;;1193;LB Helferich;Andreas;;;FALSCH;IT;Hesse;SS15;1;1;2;
1052017-WKB;2;WKB;Labor Rechnungswesen 1;P;4;4;IT;IT;;1193;LB Helferich;Andreas;;;FALSCH;IT;Hesse;WS1415;1;1;2;LB Helferich
1052017-WKB;2;WKB;Labor Rechnungswesen 1;P;4;4;IT;IT;;1212;Kriegbaum-Kling;Katharina;;;WAHR;IT;;WS1516;1;1;2;
1052018-SWB;2;SWB;Statistik ;P;4;4;G;IT;;0;Service G;;;;WAHR;G;;SS15;4;4;4;
1052018-SWB;2;SWB;Statistik ;P;4;4;G;IT;;0;Service G;;;;WAHR;G;;WS1415;4;4;4;
1052018-SWB;2;SWB;Statistik ;P;4;4;G;IT;;0;Service G;;;;WAHR;G;;WS1516;4;4;4;
1052018-WKB;2;WKB;Statistik;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;4;4;4;
1052018-WKB;2;WKB;Statistik;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;4;4;4;
1052018-WKB;2;WKB;Statistik;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;4;4;4;
1052019-SWB;2;SWB;Labor Statistik ;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;SS15;2;1;2;
1052019-SWB;2;SWB;Labor Statistik ;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1415;1;1;2;
1052019-SWB;2;SWB;Labor Statistik ;P;1;2;G;IT;;0;Service G;;;;WAHR;G;;WS1516;1;1;2;
1052019-WKB;2;WKB;Labor Statistik;P;4;4;G;IT;;0;Service G;;;;WAHR;G;;SS15;2;1;2;
1052019-WKB;2;WKB;Labor Statistik;P;4;4;G;IT;;0;Service G;;;;WAHR;G;;WS1415;1;1;2;
1052019-WKB;2;WKB;Labor Statistik;P;4;4;G;IT;;0;Service G;;;;WAHR;G;;WS1516;2;1;2;
1052020-WKB;2;WKB;Mathematik 2;P;3;4;G;IT;;0;Service G;;;;WAHR;G;;SS15;5;5;6;
